연번,업소명,업종명,소재지,전화번호,비고
694,영양만두,일반음식점,경상북도 영천시 서문길 90 (성내동),054-333-2921,영업
695,별콩식당,일반음식점,경상북도 영천시 천문로 316 (창구동),054-333-3121,영업
696,대가집,일반음식점,경상북도 영천시 하이브리드로 744 (본촌동),054-334-9288,전화번호확인불가
697,복받은돼지,일반음식점,경상북도 영천시 호국로 32 (야사동),054-331-4163,영업유무확인불가
698,산하삼계탕,일반음식점,경상북도 영천시 충효로 85 (문외동),054-333-5130,영업
699,써니,일반음식점,경상북도 영천시 언하공단로 83 (망정동),054-338-1107,영업
700,오리궁,일반음식점,경상북도 영천시 망정1길 200 (망정동),054-338-1544,영업유무확인불가
701,왕손짬뽕,일반음식점,경상북도 영천시 신녕면 장수로 1611,054-334-6588,영업
702,황소곱창식당,일반음식점,경상북도 영천시 완산중앙1길 11 (완산동),054-331-2264,영업
703,돈치킨아웃영천점,일반음식점,경상북도 영천시 충효로 115 (야사동),054-338-3232,영업
704,별마로감자탕뚝배기,일반음식점,경상북도 영천시 충효로 175 (야사동),054-331-1997,영업
705,민들레건강촌식당,일반음식점,경상북도 영천시 청통면 계포1길 13,054-336-3838,영업유무확인불가
706,할매칼국수,일반음식점,경상북도 영천시 고경면 호국로 1457-13,054-337-0473,영업유무확인불가
707,술도가,일반음식점,경상북도 영천시 상록6길 26 (야사동),054-331-7773,영업
708,손맛칼국수,일반음식점,경상북도 영천시 강남길 42-1 (완산동),054-332-2407,영업
709,영천호국정,일반음식점,경상북도 영천시 고경면 호국로 1720,054-335-7774,영업유무확인불가
710,대창옛날짜장,일반음식점,경상북도 영천시 대창면 금창로 547,054-335-9147,영업
711,미나미,일반음식점,경상북도 영천시 충효로 131 (야사동),054-338-5092,영업
712,나그네손칼국수,일반음식점,경상북도 영천시 야사4길 47 (야사동),054-333-1786,영업
713,영림식육식당,일반음식점,경상북도 영천시 북안면 운북로 2001,054-338-5102,영업
714,쌈좋고,일반음식점,경상북도 영천시 보목2길 18 (야사동),054-333-0880,영업
715,밥통술통,일반음식점,경상북도 영천시 금호읍 원제2길 13,054-000-0000,휴대폰번호
716,삼미식당,일반음식점,경상북도 영천시 법원길 59 (창구동),054-332-6018,영업
717,별빛촌 찜갈비,일반음식점,경상북도 영천시 금완로 92 (완산동),054-333-3177,영업
718,김밥천국영천점,일반음식점,경상북도 영천시 시장로 66 (완산동),054-335-1009,영업
719,완도참전복,일반음식점,경상북도 영천시 역전로 49 (완산동),054-331-5276,영업유무확인불가
720,금조활어수산,일반음식점,"경상북도 영천시 문외4길 48, 지하1층 (문외동)",054-334-0335,영업
721,서울족발,일반음식점,경상북도 영천시 상록2길 7 (야사동),050-4570-5942,경북 영천시 호국로 47
722,대창골식육식당,일반음식점,경상북도 영천시 대창면 대창시장길 27,054-336-5510,영업
723,후포회집,일반음식점,경북 영천시 시장4길 52,054-338-6676,영업
724,양푼이비빕밥,일반음식점,경상북도 영천시 무궁화길 31 (문외동),054-336-0170,영업유무확인불가
725,선미분식,일반음식점,경북 영천시 시장로 75,054-333-4971,영업
726,상전죽집,일반음식점,경상북도 영천시 시장4길 52 (완산동),054-336-3767,영업
727,낭만포차,일반음식점,"경상북도 영천시 문화새길 25, E동 10호 (야사동, 문화아파트상가)",054-336-4421,영업
728,신화숯불가든식당,일반음식점,경상북도 영천시 오수2길 6 (오수동),054-333-0296,영업
729,선미식당,일반음식점,경상북도 영천시,054-335-7999,영업유무확인불가
730,가마솥소머리국밥,일반음식점,경상북도 영천시 천문로 63 (도동),054-331-5575,영업
731,가정식백반,일반음식점,경상북도 영천시 역전로 51 (완산동),054-336-7088,영업
732,속에천불 청송얼음막걸리 & 하모니야식,일반음식점,경상북도 영천시 상록6길 26 (야사동),054-332-1333,영업
733,장안복어해물,일반음식점,경상북도 영천시 역전로 27 (완산동),054-331-0012,영업
734,영우네식당,일반음식점,경상북도 영천시 청통면 금송로 953-4,054-000-0000,영업유무확인불가
735,공우이엔씨(주)충성대씨씨한식점,일반음식점,경상북도 영천시 고경면 호국로 575-79,054-337-0634,영업유무확인불가
736,시골식당,일반음식점,경상북도 영천시,054-000-0000,영업유무확인불가
737,맥주이데아,일반음식점,경상북도 영천시,054-332-5507,영업유무확인불가
738,장터곰탕집,일반음식점,"경상북도 영천시 신녕면 본관시장길 3, C동 7호 (신녕공설시장 )",054-335-4353,영업
739,춘천막국수,일반음식점,경상북도 영천시 금호읍 금호로 35,054-338-6998,영업
740,신녕식당,일반음식점,경상북도 영천시,054-332-3912,영업
741,대영분식,일반음식점,경북 영천시 완산동 982-2,054-331-0516,영업유무확인불가
742,호식이두마리치킨 영천1호점,일반음식점,경북 영천시 호국로 23,050-4570-9867,영업
743,금줄,일반음식점,경상북도 영천시 망정1길 114 (망정동),054-336-1588,금줄해물찜
744,대동강카페,일반음식점,경상북도 영천시 완산중앙3길 35 (완산동),054-000-0000,영업
745,한성민물회매운탕,일반음식점,경상북도 영천시 북안면 팔암길 12,054-331-2466,영업
746,또와식당,일반음식점,경상북도 영천시 무궁화길 73 (문외동),054-332-1233,영업
747,평화식육식당,일반음식점,경북 영천시 금호읍 금호로 156,054-332-4546,영업
748,대통고기,일반음식점,"경상북도 영천시 문화새길 25, C동 3,4,5호 (야사동,문화아파트상가)",054-333-4624,영업
749,길손국수,일반음식점,"경상북도 영천시 언하공단로 74, 103호 (망정동)",054-333-6180,영업
750,장춘원,일반음식점,경상북도 영천시 임고면 포은로 752-1,054-336-5777,영업
751,민속마실,일반음식점,"경상북도 영천시 야사시장길 43, C동 101호 (야사동)",054 -337 -7740,영업
752,소담손칼국수,일반음식점,경상북도 영천시 금호읍 금호로 371,054-338-0021,영업유무확인불가
753,말순이네시락국,일반음식점,경상북도 영천시 동문길 27 (문내동),054-334-8802,영업
754,장유진국밥,일반음식점,경상북도 영천시 하이브리드로 686 (본촌동),054-332-3828,영업유무확인불가
755,본촌식당,일반음식점,경상북도 영천시 하이브리드로 686 (본촌동),054-335-0021,영업
756,희망식당,일반음식점,"경상북도 영천시 시장4길 52, 제1지구동 83-90호 (완산동,영천공설시장)",054-334-3589,영업
757,내고향식당,일반음식점,경상북도 영천시,054-000-0000,영업유무확인불가
758,갈비사랑,일반음식점,경상북도 영천시 충효로 116 (야사동),054-337-3205,영업
759,본죽영천점,일반음식점,경상북도 영천시 강남길 7 (완산동),054-338-6288,영업
760,일광식육식당,일반음식점,경상북도 영천시 호국로 116 (망정동),054-331-9598,장작숯막창
761,금옥식당,일반음식점,경상북도 영천시,054-337-2345,영업
762,현이네 김밥나라,일반음식점,"경상북도 영천시 창신1길 5, 상가동 101호 (망정동, 창신영천타운)",054-333-5150,김밥나라창신점
763,어림지,일반음식점,경상북도 영천시 호국로 102 (망정동),054-338-7007,영업
764,신 단골석쇠불고기,일반음식점,경상북도 영천시 북안면 개미곡길 47-35,054-333-2470,영업
765,고향반점,일반음식점,경상북도 영천시 청통면 금송로 1009,054-333-9990,고향반점왕짜장
766,강남뭉티기,일반음식점,경상북도 영천시 천문로 316 (창구동),054-336-0300,강남식당
767,완산통닭,일반음식점,"경상북도 영천시 역전로 31-1 (완산동,903-20, 903-29)",054-334-3937,영업
768,부성숯불갈비,일반음식점,경상북도 영천시 시청남1길 11 (문외동),054-336-3798,영업
769,석계웰빙손칼국수,일반음식점,"경상북도 영천시 고경면 호국로 1440, B동 (328-9)",054-338-1773,영업
770,새 희망식당,일반음식점,"경상북도 영천시 시장4길 52 (완산동,제1지구 44,45,48,49,50)",054-331-0461,영업유무확인불가
771,(주)금호개발,일반음식점,경상북도 영천시 청통면 청통로 334-41,054-336-7200,영업유무확인불가
772,신토불이백순대,일반음식점,경상북도 영천시 영천아이시로 122 (본촌동),054-335-6787,영업
773,사천해물짬뽕,일반음식점,경상북도 영천시 화남면 천문로 1200,054-333-8979,영업
774,황제식당,일반음식점,"경상북도 영천시 담안4길 29 (금노동,592-19(지하층))",054-331-9085,황제콜라텍
775,여여식당,일반음식점,경상북도 영천시 화산면 대기길 89-1,054-338-0442,영업
776,토담,일반음식점,경상북도 영천시 동문길 119 (문외동),054-331-6978,영업
777,카페온당,일반음식점,경상북도 영천시 임고면 포은로 452 (465-4),070-4178-6787,영업
778,영식당,일반음식점,경상북도 영천시 임고면 신선로 755,054-335-9252,영업
779,더벤티 영천시청점,일반음식점,경상북도 영천시 시청동길 31 (문외동),054-332-7740,영업
780,유림식당,일반음식점,경상북도 영천시 금호읍 금호로 139-1,054-333-6900,영업
781,미미해물칼국수,일반음식점,경상북도 영천시 완산중앙9길 6 (완산동),054-000-0000,영업
782,역전 김밥나라,일반음식점,경상북도 영천시 금완로 94-6 (완산동),054-337-8113,영업
783,봉창이 해물 샤브샤브칼국수,일반음식점,경상북도 영천시 중앙동4길 12 (문외동),054-336-1625,영업
784,원조콩나물국밥,일반음식점,경상북도 영천시 금완로 75 (완산동),054-334-5515,영업
785,서울칡냉면(금호점),일반음식점,경상북도 영천시 금호읍 금호로 210,054-334-0034,영업
786,수정식당,일반음식점,"경상북도 영천시 시장4길 52 (완산동,공설시장 상설점포 제2지구34,35,39,40)",054 -334 -0504,영업유무확인불가
787,토박이식당,일반음식점,"경상북도 영천시 금호읍 원제2길 16-8, 105동 210호 (윤성상가)",054-338-1119,영업
788,궁전식당(궁전보신탕),일반음식점,경상북도 영천시 청통면 관방길 50,054-335-8009,영업
789,채은식당,일반음식점,경상북도 영천시 임고면 운주로 6,054-337-7579,영업
790,어탕가,일반음식점,경상북도 영천시 완산중앙7길 25 (완산동),054-333-1661,영업
791,정현대영천식육식당,일반음식점,경상북도 영천시 동부로 25 (야사동),054-331-3077,영업
792,강가에,일반음식점,경상북도 영천시 강변로 65-1 (금노동),054-338-4333,영업
793,대성농원식당,일반음식점,경상북도 영천시 고경면 거곡로 333,054-335-5175,영업
794,씨앤에스에너지(주)영천(대구방향)휴게소 (한식/양식),일반음식점,경상북도 영천시 임고면 운주로 791 (외38필지),054-338-0062,영업유무확인불가
795,씨앤에스에너지(주)영천(포항방향)휴게소 (한식/양식),일반음식점,경상북도 영천시 임고면 운주로 777 (외70필지),054-338-0062,영업유무확인불가
796,오야오야퓨전선술집(야사점),일반음식점,경상북도 영천시 동부로 23 (야사동),054-331-0779,영업
797,손가네식당,일반음식점,경상북도 영천시 창신길 7 (망정동),054-337-2777,영업
798,청통휴게소(한식),일반음식점,경상북도 영천시 청통면 청통로 334-42 (외 22필지),054-337-5009,영업
799,가든국밥,일반음식점,경상북도 영천시 금호읍 대경로 1211,054-335-3302,영업
800,보현산 바지락 칼국수,일반음식점,경상북도 영천시 최무선로 37 (오수동),054-332-8979,영업유무확인불가
801,청구튀김,일반음식점,경상북도 영천시 충효로 146 (야사동),054-336-6210,영업
802,어울림,일반음식점,경상북도 영천시 문화원길 23-10 (문외동),054-331-1403,영업
803,경북통닭,일반음식점,경상북도 영천시 청산2길 16 (문외동),050-4570-9862,영업
804,오펠골프클럽레스토랑,일반음식점,경상북도 영천시 고경면 호국로 1221-24 (외 135필지),054-333-2100,영업유무확인불가
805,오펠골프클럽가람티하우스,일반음식점,경상북도 영천시 고경면 호국로 1221-24 (외 135필지),054-333-2100,영업유무확인불가
806,오펠골프클럽누리티하우스,일반음식점,경상북도 영천시 고경면 호국로 1221-24 (외 135필지),054-333-2100,영업유무확인불가
807,오펠골프클럽마루티하우스,일반음식점,경상북도 영천시 고경면 호국로 1221-24 (외 135필지),054-333-2100,영업유무확인불가
808,오펠골프클럽스타트하우스,일반음식점,경상북도 영천시 고경면 호국로 1221-24 (외 135필지),054-333-2100,영업유무확인불가
